0,1,2,3
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,3.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,2.0,1.0
1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0
