date,hour,type,1431A,1432A,1433A,1434A,1437A,2880A,3136A
20200102,22,PM10,107,150,139,135,118,95,150
20200102,23,PM10,127,146,139,138,124,106,145
20200103,0,PM10,130,155,136,150,130,116,142
20200103,1,PM10,132,156,134,149,131,126,144
20200103,2,PM10,132,154,108,148,125,129,148
20200103,3,PM10,123,146,93,140,127,130,145
20200103,4,PM10,130,139,98,134,122,124,146
20200103,5,PM10,128,136,113,122,127,123,143
20200103,6,PM10,121,132,119,116,132,125,140
20200103,7,PM10,112,133,120,116,127,121,135
20200103,8,PM10,98,135,116,127,120,104,134
20200103,9,PM10,90,147,125,127,100,87,135
20200103,10,PM10,82,148,131,105,86,93,142
20200103,11,PM10,71,109,106,113,92,95,142
20200103,12,PM10,61,88,89,82,81,81,128
20200103,13,PM10,59,89,77,72,65,66,87
20200103,14,PM10,49,76,69,64,58,59,64
20200103,15,PM10,52,73,63,73,59,62,55
20200103,16,PM10,60,66,72,75,64,63,62
20200103,17,PM10,61,67,75,77,70,66,68
20200103,18,PM10,69,70,79,80,79,73,73
20200103,19,PM10,78,71,90,83,91,86,72
20200103,20,PM10,89,82,96,90,95,94,84
20200103,21,PM10,94,102,101,104,100,99,83
20200103,22,PM10,104,110,104,111,100,107,90
20200103,23,PM10,112,111,107,111,99,113,100
20200104,0,PM10,116,114,108,107,105,114,93
20200104,1,PM10,118,127,115,104,107,111,78
20200104,2,PM10,124,128,117,111,104,107,71
20200104,3,PM10,119,130,118,116,100,101,73
20200104,4,PM10,124,132,122,115,99,101,74
20200104,5,PM10,116,137,120,111,99,102,70
20200104,6,PM10,125,127,103,96,100,101,71
20200104,7,PM10,126,127,103,97,98,98,70
20200104,8,PM10,119,132,110,99,93,92,73
20200104,9,PM10,117,138,115,118,110,114,75
20200104,10,PM10,117,165,109,120,136,136,84
20200104,11,PM10,139,178,119,128,134,141,87
20200104,12,PM10,145,171,123,117,147,157,85
20200104,13,PM10,143,164,158,122,154,164,83
20200104,14,PM10,144,161,169,130,139,150,85
20200104,15,PM10,143,150,172,153,147,144,110
20200104,16,PM10,138,145,175,139,155,147,103
20200104,17,PM10,129,151,172,134,141,139,109
20200104,18,PM10,112,131,160,138,129,124,115
20200104,19,PM10,108,118,144,109,111,104,115
20200104,20,PM10,105,116,134,111,108,101,119
20200104,21,PM10,102,111,131,106,103,99,118
20200104,22,PM10,97,110,122,106,103,100,113
20200104,23,PM10,101,110,121,106,108,105,106
20200105,0,PM10,98,110,120,109,104,101,103
20200105,1,PM10,99,106,115,118,100,101,100
20200105,2,PM10,97,103,115,112,93,96,101
20200105,3,PM10,96,106,108,107,97,98,103
20200105,4,PM10,99,107,102,112,96,95,105
20200105,5,PM10,96,103,99,110,97,93,108
20200105,6,PM10,96,107,103,106,105,111,111
20200105,7,PM10,97,110,104,110,112,106,111
20200105,8,PM10,94,107,108,117,116,105,109
20200105,9,PM10,96,112,119,114,119,105,106
20200105,10,PM10,92,117,141,117,113,100,108
20200105,11,PM10,93,121,158,119,112,103,121
20200105,12,PM10,95,129,162,118,119,113,108
20200105,13,PM10,98,138,161,115,112,107,115
20200105,14,PM10,101,138,158,122,108,111,119
20200105,15,PM10,108,135,146,124,111,116,124
20200105,16,PM10,118,131,148,130,119,121,127
20200105,17,PM10,125,135,146,135,126,124,135
20200105,18,PM10,132,148,153,134,127,125,136
20200105,19,PM10,139,163,154,152,137,128,138
20200105,20,PM10,149,166,164,162,162,147,141
20200105,21,PM10,153,175,187,159,167,154,149
20200105,22,PM10,148,161,183,155,156,144,149
20200105,23,PM10,149,156,177,140,148,136,150
20200106,0,PM10,150,156,158,131,143,139,150
20200106,1,PM10,151,153,154,134,143,139,148
20200106,2,PM10,153,148,154,136,140,141,145
20200106,3,PM10,150,147,154,158,142,143,146
20200106,4,PM10,148,152,160,159,147,147,143
20200106,5,PM10,146,153,146,148,157,151,139
20200106,6,PM10,142,152,123,143,142,125,136
20200106,7,PM10,125,153,118,125,130,113,133
20200106,8,PM10,116,153,134,136,114,107,134
20200106,9,PM10,110,155,150,138,110,104,137
20200106,10,PM10,114,162,161,138,105,108,137
20200106,11,PM10,136,164,170,139,106,106,140
20200106,12,PM10,122,141,147,112,118,115,126
20200106,13,PM10,22,99,133,86,104,105,93
20200106,14,PM10,47,101,136,74,105,102,93
20200106,15,PM10,51,98,139,71,107,98,90
20200106,16,PM10,77,90,134,85,95,99,88
20200106,17,PM10,99,99,139,79,82,98,57
20200106,18,PM10,110,84,121,76,77,83,59
20200106,19,PM10,102,104,87,87,84,84,62
20200106,20,PM10,125,116,95,108,116,110,58
20200106,21,PM10,124,117,96,90,126,118,59
20200106,22,PM10,121,76,72,61,100,117,60
20200106,23,PM10,128,77,88,68,88,117,57
20200107,0,PM10,148,88,91,74,87,117,58
20200107,1,PM10,142,91,89,103,82,117,53
20200107,2,PM10,138,87,91,106,82,117,52
20200107,3,PM10,136,86,97,95,91,117,59
20200107,4,PM10,127,95,97,92,103,117,58
20200107,5,PM10,114,109,99,104,110,117,61
20200107,6,PM10,103,111,104,95,110,117,65
20200107,7,PM10,101,108,98,90,107,117,71
20200107,8,PM10,99,109,100,87,107,117,73
20200107,9,PM10,106,110,130,87,109,117,71
20200107,10,PM10,118,110,152,77,91,117,69
20200107,11,PM10,91,94,110,57,81,85,70
20200107,12,PM10,75,89,100,63,81,86,64
20200107,13,PM10,71,87,88,55,78,79,60
20200107,14,PM10,72,80,86,60,66,75,53
20200107,15,PM10,62,75,75,57,64,74,50
20200107,16,PM10,53,73,66,59,69,74,56
20200107,17,PM10,58,70,65,53,64,71,59
20200107,18,PM10,65,68,69,55,63,65,58
20200107,19,PM10,71,76,75,78,74,70,64
20200107,20,PM10,76,88,76,,81,76,66
20200107,21,PM10,79,85,81,106,82,78,61
20200107,22,PM10,81,91,81,111,83,79,62
20200107,23,PM10,87,87,83,97,83,78,58
20200108,0,PM10,96,92,82,89,83,78,56
20200108,1,PM10,102,100,97,96,92,79,53
20200108,2,PM10,105,124,96,93,92,86,59
20200108,3,PM10,108,119,105,96,107,90,67
20200108,4,PM10,122,124,109,104,100,99,69
20200108,5,PM10,116,137,116,108,115,99,66
20200108,6,PM10,116,176,113,111,112,100,63
20200108,7,PM10,118,174,111,119,112,103,64
20200108,8,PM10,126,177,116,113,122,109,66
20200108,9,PM10,138,169,122,124,130,119,75
20200108,10,PM10,157,186,138,141,133,136,83
20200108,11,PM10,169,199,148,142,127,138,90
20200108,12,PM10,151,169,151,,126,139,95
20200108,13,PM10,109,166,118,116,101,108,89
20200108,14,PM10,84,148,109,94,100,110,83
20200108,15,PM10,83,134,106,93,100,104,78
20200108,16,PM10,93,128,110,96,99,103,
20200108,17,PM10,95,128,119,103,102,97,
20200108,18,PM10,98,132,114,107,100,93,78
20200108,19,PM10,101,125,120,108,93,93,82
20200108,20,PM10,127,135,114,134,118,111,89
20200108,21,PM10,165,139,117,144,132,124,87
20200108,22,PM10,164,161,129,144,143,149,91
20200108,23,PM10,160,188,142,162,148,140,107
20200109,0,PM10,156,164,153,164,144,146,116
20200109,1,PM10,143,143,154,137,112,112,108
20200109,2,PM10,135,131,125,120,117,127,107
20200109,3,PM10,127,130,116,123,105,120,97
20200109,4,PM10,126,127,110,116,101,110,91
20200109,5,PM10,123,118,100,103,96,105,63
20200109,6,PM10,117,115,83,113,99,104,48
20200109,7,PM10,112,112,76,126,93,99,51
20200109,8,PM10,110,104,83,104,88,89,54
20200109,9,PM10,113,100,111,,82,84,59
20200109,10,PM10,125,118,100,,82,82,61
20200109,11,PM10,129,100,115,,85,86,58
20200109,12,PM10,134,95,127,,88,94,59
20200109,13,PM10,137,86,105,,87,95,57
20200109,14,PM10,130,81,96,,80,91,56
20200109,15,PM10,126,80,99,,,84,59
20200109,16,PM10,116,78,112,,67,83,66
20200109,17,PM10,99,87,110,,97,106,55
20200109,18,PM10,76,69,111,,76,83,63
20200109,19,PM10,73,72,85,51,66,72,54
20200109,20,PM10,85,76,72,46,67,73,51
20200109,21,PM10,87,83,69,50,68,74,54
20200109,22,PM10,89,82,75,55,66,77,65
20200109,23,PM10,77,81,71,61,67,71,73
20200110,0,PM10,85,82,68,55,59,61,78
20200110,1,PM10,89,84,71,60,66,65,81
20200110,2,PM10,90,59,67,40,51,58,78
20200110,3,PM10,86,56,54,23,61,58,63
20200110,4,PM10,74,59,49,27,74,60,57
20200110,5,PM10,67,63,48,19,66,56,51
20200110,6,PM10,67,70,41,20,53,50,49
20200110,7,PM10,56,63,30,39,65,54,47
20200110,8,PM10,44,56,45,46,54,41,48
20200110,9,PM10,37,53,48,24,46,41,51
20200110,10,PM10,40,48,51,26,42,38,60
20200110,11,PM10,56,45,50,17,40,39,50
20200110,12,PM10,61,47,48,23,41,34,40
20200110,13,PM10,30,39,44,98,41,35,41
20200110,14,PM10,32,40,70,81,43,38,35
20200110,15,PM10,38,36,88,74,44,42,36
20200110,16,PM10,48,35,54,58,36,36,38
20200110,17,PM10,49,39,66,62,40,39,36
20200110,18,PM10,47,43,60,67,46,43,29
20200110,19,PM10,53,48,60,71,52,50,34
20200110,20,PM10,62,52,61,72,59,56,40
20200110,21,PM10,66,55,64,71,67,63,49
20200110,22,PM10,76,51,64,,76,70,58
20200110,23,PM10,98,65,73,,94,86,55
20200111,0,PM10,103,94,103,97,103,100,49
20200111,1,PM10,76,100,91,,69,76,46
20200111,2,PM10,57,81,71,,68,71,46
20200111,3,PM10,62,70,57,,67,61,52
20200111,4,PM10,66,71,67,,61,53,59
20200111,5,PM10,78,62,73,,59,55,58
20200111,6,PM10,84,70,69,,63,58,59
20200111,7,PM10,89,70,90,58,75,62,58
20200111,8,PM10,95,74,88,59,84,74,52
20200111,9,PM10,97,83,110,73,93,80,53
20200111,10,PM10,103,108,139,82,107,81,55
20200111,11,PM10,85,86,124,72,64,71,45
20200111,12,PM10,68,78,110,64,65,68,42
20200111,13,PM10,64,72,91,62,66,69,38
20200111,14,PM10,54,72,79,64,64,75,38
20200111,15,PM10,58,71,76,70,60,70,35
20200111,16,PM10,65,74,75,,55,58,35
20200111,17,PM10,58,59,72,70,62,60,35
20200111,18,PM10,58,46,68,50,70,64,38
20200111,19,PM10,68,52,56,48,72,67,48
20200111,20,PM10,82,69,74,60,60,80,49
20200111,21,PM10,102,71,80,70,66,74,45
20200111,22,PM10,116,70,81,,68,81,42
20200111,23,PM10,117,80,75,82,68,87,39
20200112,0,PM10,119,74,92,,71,79,41
20200112,1,PM10,122,78,101,68,77,78,49
20200112,2,PM10,122,68,87,64,84,81,57
20200112,3,PM10,127,70,92,65,76,85,60
20200112,4,PM10,137,78,110,67,80,83,62
20200112,5,PM10,140,91,109,67,91,86,67
20200112,6,PM10,140,92,102,78,93,98,67
20200112,7,PM10,125,111,104,88,102,101,67
20200112,8,PM10,116,96,108,84,102,103,66
20200112,9,PM10,124,105,151,84,107,105,71
20200112,10,PM10,123,120,158,97,102,107,80
20200112,11,PM10,141,135,152,,98,110,75
20200112,12,PM10,100,130,134,89,96,107,71
20200112,13,PM10,100,121,120,,85,100,67
20200112,14,PM10,87,108,94,,90,95,58
20200112,15,PM10,90,98,92,,91,90,54
20200112,16,PM10,96,84,104,,88,94,54
20200112,17,PM10,110,81,101,64,89,95,52
20200112,18,PM10,121,88,91,,108,107,55
20200112,19,PM10,127,105,110,,120,116,58
20200112,20,PM10,123,114,117,97,124,117,64
20200112,21,PM10,114,110,125,98,121,112,100
20200112,22,PM10,112,107,110,92,120,107,97
20200112,23,PM10,110,113,108,95,115,100,92
20200113,0,PM10,111,112,106,,110,93,90
20200113,1,PM10,107,112,107,93,108,93,85
20200113,2,PM10,100,114,106,93,105,95,83
20200113,3,PM10,99,109,100,96,99,99,88
20200113,4,PM10,101,104,98,97,94,101,90
20200113,5,PM10,107,101,93,91,88,87,88
20200113,6,PM10,106,108,94,91,90,88,89
20200113,7,PM10,104,118,92,104,98,91,91
20200113,8,PM10,111,112,95,98,98,97,91
20200113,9,PM10,118,101,95,87,95,90,104
20200113,10,PM10,116,105,99,82,92,90,81
20200113,11,PM10,,116,101,84,85,95,88
20200113,12,PM10,104,119,105,95,92,104,102
20200113,13,PM10,112,,93,88,91,102,93
20200113,14,PM10,101,104,88,,103,106,69
20200113,15,PM10,99,87,82,,93,99,66
20200113,16,PM10,95,92,88,70,88,90,75
20200113,17,PM10,98,75,85,,93,93,74
20200113,18,PM10,92,94,79,,98,100,77
20200113,19,PM10,89,112,91,86,102,100,86
20200113,20,PM10,92,109,95,90,107,101,89
20200113,21,PM10,96,114,92,91,106,96,90
20200113,22,PM10,101,116,98,,108,96,82
20200113,23,PM10,107,114,105,93,111,97,79
20200114,0,PM10,120,117,128,95,110,105,87
20200114,1,PM10,130,122,164,101,114,122,83
20200114,2,PM10,168,134,156,120,147,147,91
20200114,3,PM10,172,143,140,147,148,148,118
20200114,4,PM10,156,148,124,156,133,129,108
20200114,5,PM10,149,152,117,147,121,124,102
20200114,6,PM10,138,142,122,139,116,114,105
20200114,7,PM10,131,137,125,135,117,120,101
20200114,8,PM10,128,140,131,132,129,124,108
20200114,9,PM10,117,138,152,128,127,108,99
20200114,10,PM10,131,138,155,130,123,112,103
20200114,11,PM10,162,145,150,123,123,117,100
20200114,12,PM10,190,155,137,112,,150,91
20200114,13,PM10,200,150,135,111,142,160,80
20200114,14,PM10,199,139,130,123,123,153,73
20200114,15,PM10,199,138,135,,130,149,70
20200114,16,PM10,223,130,124,113,119,146,76
20200114,17,PM10,209,123,113,105,126,133,82
20200114,18,PM10,200,124,117,109,152,153,97
20200114,19,PM10,201,113,123,91,170,151,106
20200114,20,PM10,189,113,115,109,137,142,98
20200114,21,PM10,142,122,134,111,125,129,101
20200114,22,PM10,134,132,131,,132,134,96
20200114,23,PM10,134,149,134,,130,130,107
20200115,0,PM10,137,145,141,141,139,136,97
20200115,1,PM10,134,138,134,135,136,142,89
20200115,2,PM10,134,141,118,137,130,138,91
20200115,3,PM10,129,131,135,134,128,133,78
20200115,4,PM10,116,101,110,106,115,117,59
20200115,5,PM10,96,69,83,74,77,77,56
20200115,6,PM10,85,48,50,51,60,55,41
20200115,7,PM10,75,34,31,38,53,51,34
20200115,8,PM10,69,33,22,33,40,41,33
20200115,9,PM10,64,30,36,35,40,39,37
20200115,10,PM10,62,25,54,31,39,38,38
20200115,11,PM10,49,24,46,26,40,39,37
20200115,12,PM10,43,27,46,28,40,36,34
20200115,13,PM10,40,30,48,,40,37,29
20200115,14,PM10,38,30,45,,35,35,31
20200115,15,PM10,39,30,66,21,33,35,31
20200115,16,PM10,49,35,56,28,32,35,
20200115,17,PM10,54,42,60,37,38,39,
20200115,18,PM10,64,47,71,42,45,46,43
20200115,19,PM10,66,52,67,47,48,47,43
20200115,20,PM10,69,54,67,50,53,49,46
20200115,21,PM10,66,54,61,51,60,57,44
20200115,22,PM10,61,59,60,54,64,58,45
20200115,23,PM10,62,54,61,55,63,58,50
20200116,0,PM10,62,62,59,53,59,56,50
20200116,1,PM10,65,62,63,55,63,58,50
20200116,2,PM10,68,54,65,52,56,52,50
20200116,3,PM10,74,54,65,49,56,54,50
20200116,4,PM10,72,56,63,47,61,60,51
20200116,5,PM10,72,57,68,47,63,60,51
20200116,6,PM10,72,61,67,48,62,59,48
20200116,7,PM10,71,60,66,46,60,58,48
20200116,8,PM10,68,60,64,48,61,55,50
20200116,9,PM10,65,62,73,50,63,57,52
20200116,10,PM10,66,68,76,55,58,55,49
20200116,11,PM10,58,63,71,52,40,42,31
20200116,12,PM10,55,45,63,41,38,41,24
20200116,13,PM10,61,40,53,38,44,49,22
20200116,14,PM10,61,40,55,40,38,50,23
20200116,15,PM10,52,35,52,32,37,45,21
20200116,16,PM10,54,35,48,28,32,45,27
20200116,17,PM10,50,32,51,24,26,37,29
20200116,18,PM10,42,35,46,27,26,33,32
20200116,19,PM10,47,36,48,31,33,40,34
20200116,20,PM10,48,42,58,44,40,46,38
20200116,21,PM10,52,49,60,52,45,47,37
20200116,22,PM10,54,57,62,54,48,49,40
20200116,23,PM10,58,59,61,62,51,48,42
20200117,0,PM10,64,63,55,61,49,46,36
20200117,1,PM10,94,75,50,60,56,56,36
20200117,2,PM10,91,78,50,63,74,74,36
20200117,3,PM10,91,103,65,62,86,81,38
20200117,4,PM10,100,104,69,65,88,80,38
20200117,5,PM10,96,105,87,69,93,85,39
20200117,6,PM10,89,104,84,87,91,87,40
20200117,7,PM10,80,98,86,87,86,81,41
20200117,8,PM10,71,97,77,91,79,73,55
20200117,9,PM10,72,93,116,93,80,66,63
20200117,10,PM10,83,97,155,,84,73,77
20200117,11,PM10,95,95,161,,86,82,92
20200117,12,PM10,107,99,148,109,85,87,93
20200117,13,PM10,112,98,126,101,75,86,101
20200117,14,PM10,113,100,128,89,78,87,71
20200117,15,PM10,106,90,115,88,71,78,53
20200117,16,PM10,103,78,85,74,68,74,52
20200117,17,PM10,98,73,120,66,92,94,56
20200117,18,PM10,104,74,119,67,98,95,57
20200117,19,PM10,90,89,115,96,98,93,59
20200117,20,PM10,87,103,111,97,84,81,64
20200117,21,PM10,86,104,96,100,82,75,68
20200117,22,PM10,90,108,91,92,86,77,86
20200117,23,PM10,88,100,89,91,90,78,96
20200118,0,PM10,84,99,92,86,92,81,101
20200118,1,PM10,83,99,90,84,94,79,104
20200118,2,PM10,87,101,102,87,94,81,108
20200118,3,PM10,85,104,99,96,94,84,109
20200118,4,PM10,85,106,102,,92,86,106
20200118,5,PM10,95,111,104,,93,86,101
20200118,6,PM10,96,116,107,,94,92,98
20200118,7,PM10,99,118,110,,94,92,92
20200118,8,PM10,100,118,109,,91,95,92
20200118,9,PM10,103,122,108,,108,107,102
20200118,10,PM10,126,126,130,,116,110,96
20200118,11,PM10,122,119,173,,111,125,98
20200118,12,PM10,113,110,144,,107,109,104
20200118,13,PM10,110,106,122,,94,96,110
20200118,14,PM10,102,95,142,,81,87,92
20200118,15,PM10,93,80,97,,77,92,85
20200118,16,PM10,85,89,86,,89,90,90
20200118,17,PM10,86,96,92,,91,84,89
20200118,18,PM10,82,88,106,86,90,85,89
20200118,19,PM10,81,92,113,79,89,90,102
20200118,20,PM10,86,102,109,91,88,83,100
20200118,21,PM10,91,100,100,90,83,80,111
20200118,22,PM10,98,95,102,85,76,70,104
20200118,23,PM10,112,90,94,72,76,76,102
20200119,0,PM10,120,82,108,72,84,82,103
20200119,1,PM10,119,80,121,75,86,83,98
20200119,2,PM10,112,97,116,80,90,87,96
20200119,3,PM10,108,98,98,89,95,91,96
20200119,4,PM10,115,97,91,100,100,100,89
20200119,5,PM10,115,103,90,94,94,96,76
20200119,6,PM10,108,97,86,94,101,96,68
20200119,7,PM10,101,94,88,92,98,94,61
20200119,8,PM10,100,95,85,92,87,89,61
20200119,9,PM10,102,96,81,95,89,87,61
20200119,10,PM10,93,98,82,96,88,90,61
20200119,11,PM10,64,87,71,94,71,81,50
20200119,12,PM10,49,46,56,61,52,57,29
20200119,13,PM10,35,42,31,39,39,53,26
20200119,14,PM10,36,33,30,31,28,44,29
20200119,15,PM10,40,27,28,,27,38,32
20200119,16,PM10,35,29,32,29,24,34,32
20200119,17,PM10,34,32,36,,28,37,30
20200119,18,PM10,34,37,40,35,31,42,33
20200119,19,PM10,40,38,42,38,35,48,38
20200119,20,PM10,56,46,45,43,41,56,50
20200119,21,PM10,74,54,51,50,55,74,50
20200119,22,PM10,82,57,64,54,67,84,54
20200119,23,PM10,83,69,80,60,75,89,53
20200120,0,PM10,85,76,90,,81,91,57
20200120,1,PM10,101,91,92,73,78,83,56
20200120,2,PM10,114,95,83,76,83,81,57
20200120,3,PM10,112,105,84,82,88,83,58
20200120,4,PM10,114,112,90,85,89,85,56
20200120,5,PM10,117,113,102,88,91,86,55
20200120,6,PM10,122,116,125,86,102,95,56
20200120,7,PM10,132,121,126,87,108,104,60
20200120,8,PM10,132,129,120,89,120,110,61
20200120,9,PM10,122,173,122,98,141,137,83
20200120,10,PM10,126,194,126,100,159,150,99
20200120,11,PM10,136,187,102,134,151,154,115
20200120,12,PM10,137,170,83,132,115,127,108
20200120,13,PM10,115,,74,109,86,98,96
20200120,14,PM10,108,131,80,90,70,89,83
20200120,15,PM10,109,97,70,71,60,65,76
20200120,16,PM10,120,81,66,72,53,69,73
20200120,17,PM10,,86,71,74,57,69,77
20200120,18,PM10,103,84,71,76,66,74,91
20200120,19,PM10,97,102,75,82,69,79,100
20200120,20,PM10,107,111,87,94,78,86,102
20200120,21,PM10,87,112,94,106,88,92,101
20200120,22,PM10,115,111,99,116,108,106,102
20200120,23,PM10,116,127,108,111,117,110,100
20200121,0,PM10,119,116,115,105,113,103,100
20200121,1,PM10,119,117,109,104,113,100,113
20200121,2,PM10,112,119,108,106,110,99,118
20200121,3,PM10,112,110,106,103,105,96,123
20200121,4,PM10,118,108,104,100,102,96,116
20200121,5,PM10,118,107,99,101,100,99,110
20200121,6,PM10,117,110,102,103,99,100,106
20200121,7,PM10,122,120,104,107,102,101,106
20200121,8,PM10,122,121,111,113,107,100,107
20200121,9,PM10,109,120,117,124,111,104,111
20200121,10,PM10,117,122,113,125,111,110,121
20200121,11,PM10,119,117,121,112,111,110,125
20200121,12,PM10,111,116,117,105,,115,121
20200121,13,PM10,109,118,116,102,,115,118
20200121,14,PM10,100,111,120,104,108,114,113
20200121,15,PM10,90,109,116,102,106,,96
20200121,16,PM10,99,114,110,106,103,118,100
20200121,17,PM10,100,109,106,,99,116,105
20200121,18,PM10,102,101,104,102,100,114,107
20200121,19,PM10,106,115,104,101,101,115,113
20200121,20,PM10,109,121,110,109,103,110,125
20200121,21,PM10,118,124,116,112,115,121,129
20200121,22,PM10,114,125,118,117,120,127,128
20200121,23,PM10,115,122,127,114,125,126,126
20200122,4,PM10,,,,,,,
20200122,5,PM10,126,130,120,114,124,119,136
20200122,6,PM10,123,134,126,116,125,126,132
20200122,7,PM10,119,132,128,116,125,129,124
20200122,8,PM10,114,136,130,118,123,127,111
20200122,9,PM10,112,143,136,122,118,119,113
20200122,10,PM10,112,152,132,129,124,124,116
20200122,11,PM10,111,152,,129,133,138,127
20200122,12,PM10,116,143,,126,128,139,132
20200122,13,PM10,127,148,143,120,126,146,111
20200122,14,PM10,130,140,159,120,125,145,103
20200122,15,PM10,127,129,142,115,124,138,102
20200122,16,PM10,121,118,124,110,126,134,98
20200122,17,PM10,122,122,111,109,118,123,100
20200122,18,PM10,118,119,113,110,111,116,103
20200122,19,PM10,117,115,111,109,114,116,108
20200122,20,PM10,121,114,114,107,117,118,113
20200122,21,PM10,123,117,128,103,121,116,114
20200122,22,PM10,142,127,125,109,128,122,119
20200122,23,PM10,159,127,129,109,140,138,125
20200123,0,PM10,162,148,133,113,165,161,122
20200123,1,PM10,158,188,158,156,155,164,118
20200123,2,PM10,165,187,169,162,158,168,112
20200123,3,PM10,174,174,198,148,178,191,127
20200123,4,PM10,155,188,180,171,176,179,138
20200123,5,PM10,136,178,144,163,158,155,138
20200123,6,PM10,130,167,131,149,134,122,133
20200123,7,PM10,120,132,110,129,97,96,127
20200123,8,PM10,104,152,102,118,90,93,125
20200123,9,PM10,103,156,120,129,86,89,120
20200123,10,PM10,89,153,105,132,83,93,122
20200123,11,PM10,77,147,93,128,85,97,120
20200123,12,PM10,84,143,93,131,82,90,124
20200123,13,PM10,93,152,100,146,82,85,138
20200123,14,PM10,96,159,134,150,87,94,133
20200123,15,PM10,101,154,137,150,94,97,127
20200123,16,PM10,108,136,117,138,100,109,119
20200123,17,PM10,101,141,105,128,110,114,133
20200123,18,PM10,116,143,121,122,110,111,145
20200123,19,PM10,112,153,119,124,113,113,146
20200123,20,PM10,113,170,123,146,131,125,176
20200123,21,PM10,117,179,134,161,144,134,180
20200123,22,PM10,118,197,153,168,156,142,186
20200123,23,PM10,127,207,137,165,146,130,185
20200124,0,PM10,161,170,143,159,133,131,176
20200124,1,PM10,153,149,138,146,149,142,179
20200124,2,PM10,109,150,128,126,128,137,190
20200124,3,PM10,83,141,119,120,108,107,198
20200124,4,PM10,66,118,99,104,95,96,201
20200124,5,PM10,62,92,85,91,80,77,202
20200124,6,PM10,56,74,78,73,67,68,182
20200124,7,PM10,44,60,48,57,55,53,151
20200124,8,PM10,48,61,36,54,51,48,138
20200124,9,PM10,51,60,40,58,56,53,118
20200124,10,PM10,54,62,51,59,58,55,95
20200124,11,PM10,50,63,54,60,58,57,76
20200124,12,PM10,42,52,50,53,50,49,57
20200124,13,PM10,37,43,36,42,38,39,47
20200124,14,PM10,32,40,39,38,30,35,51
20200124,15,PM10,32,37,39,34,29,34,44
20200124,16,PM10,32,43,46,38,29,33,39
20200124,17,PM10,29,40,47,38,29,33,39
20200124,18,PM10,30,33,40,32,30,34,39
20200124,19,PM10,32,34,36,35,29,32,38
20200124,20,PM10,34,39,36,38,31,33,43
20200124,21,PM10,38,41,35,41,34,35,53
20200124,22,PM10,43,56,38,44,41,41,51
20200124,23,PM10,57,65,39,52,48,45,81
20200125,0,PM10,62,61,45,53,53,52,82
20200125,1,PM10,64,66,38,49,58,56,118
20200125,2,PM10,74,67,38,48,51,53,132
20200125,3,PM10,85,60,41,47,53,51,137
20200125,4,PM10,83,54,37,47,53,50,95
20200125,5,PM10,79,59,39,46,50,48,76
20200125,6,PM10,94,67,46,46,68,68,68
20200125,7,PM10,65,91,70,69,80,72,100
20200125,8,PM10,57,79,63,67,66,58,135
20200125,9,PM10,61,77,59,67,64,55,138
20200125,10,PM10,66,72,60,67,62,55,131
20200125,11,PM10,59,71,55,62,60,57,107
