date,hour,type,1431A,1432A,1433A,1434A,1437A,2880A,3136A
20200103,0,PM2.5,98,108,101,100,111,91,109
20200103,1,PM2.5,106,109,101,103,113,98,109
20200103,2,PM2.5,110,109,82,106,111,102,111
20200103,3,PM2.5,104,109,72,103,116,105,110
20200103,4,PM2.5,113,106,76,102,113,102,111
20200103,5,PM2.5,113,108,89,95,117,103,110
20200103,6,PM2.5,104,106,95,90,122,104,109
20200103,7,PM2.5,96,105,96,88,115,101,105
20200103,8,PM2.5,82,106,94,93,109,88,101
20200103,9,PM2.5,72,117,103,94,91,75,98
20200103,10,PM2.5,65,118,110,87,78,79,110
20200103,11,PM2.5,57,84,90,93,83,77,110
20200103,12,PM2.5,50,66,74,74,72,62,98
20200103,13,PM2.5,48,66,67,58,58,48,66
20200103,14,PM2.5,40,55,59,48,51,43,50
20200103,15,PM2.5,42,54,58,51,50,43,43
20200103,16,PM2.5,48,49,64,51,51,44,47
20200103,17,PM2.5,47,49,64,52,52,45,52
20200103,18,PM2.5,52,52,64,53,56,49,55
20200103,19,PM2.5,57,53,69,54,64,58,52
20200103,20,PM2.5,61,59,71,60,69,63,62
20200103,21,PM2.5,63,72,73,71,77,66,63
20200103,22,PM2.5,68,77,74,77,81,74,69
20200103,23,PM2.5,74,80,79,82,84,81,78
20200104,0,PM2.5,79,83,82,81,89,84,73
20200104,1,PM2.5,81,90,86,78,91,84,63
20200104,2,PM2.5,86,87,89,78,90,84,57
20200104,3,PM2.5,87,90,91,83,89,83,60
20200104,4,PM2.5,94,95,96,87,89,81,62
20200104,5,PM2.5,87,100,94,87,89,81,60
20200104,6,PM2.5,96,96,82,77,90,80,60
20200104,7,PM2.5,98,94,82,77,89,78,59
20200104,8,PM2.5,92,98,86,77,84,73,61
20200104,9,PM2.5,90,100,88,89,98,89,64
20200104,10,PM2.5,84,118,86,93,117,104,68
20200104,11,PM2.5,100,126,93,105,111,100,70
20200104,12,PM2.5,104,120,95,106,118,109,66
20200104,13,PM2.5,104,115,118,106,124,112,66
20200104,14,PM2.5,104,113,122,106,114,102,68
20200104,15,PM2.5,102,107,126,116,119,98,85
20200104,16,PM2.5,97,105,122,108,123,103,79
20200104,17,PM2.5,86,111,119,102,111,98,83
20200104,18,PM2.5,56,97,110,101,104,89,87
20200104,19,PM2.5,38,87,100,85,91,77,87
20200104,20,PM2.5,40,86,92,83,91,77,88
20200104,21,PM2.5,36,81,92,78,88,74,87
20200104,22,PM2.5,28,80,90,76,89,74,84
20200104,23,PM2.5,22,79,92,75,94,76,78
20200105,0,PM2.5,28,79,91,77,91,73,77
20200105,1,PM2.5,22,78,87,74,89,74,72
20200105,2,PM2.5,53,78,86,73,84,73,71
20200105,3,PM2.5,82,82,83,71,90,76,73
20200105,4,PM2.5,74,83,78,75,90,75,74
20200105,5,PM2.5,42,80,78,76,90,74,77
20200105,6,PM2.5,59,84,81,76,95,89,80
20200105,7,PM2.5,104,88,81,80,101,88,81
20200105,8,PM2.5,145,86,83,88,104,89,81
20200105,9,PM2.5,166,92,88,88,106,90,80
20200105,10,PM2.5,159,98,96,90,99,85,83
20200105,11,PM2.5,198,104,101,90,100,84,96
20200105,12,PM2.5,,110,102,87,104,89,86
20200105,13,PM2.5,,104,104,88,101,82,92
20200105,14,PM2.5,,89,110,93,103,83,97
20200105,15,PM2.5,,76,108,94,105,86,101
20200105,16,PM2.5,97,76,108,99,108,88,103
20200105,17,PM2.5,101,91,105,101,109,89,109
20200105,18,PM2.5,108,113,106,101,105,89,108
20200105,19,PM2.5,113,129,108,114,111,90,107
20200105,20,PM2.5,127,133,112,123,130,104,110
20200105,21,PM2.5,135,140,123,123,134,114,112
20200105,22,PM2.5,123,127,125,121,125,110,114
20200105,23,PM2.5,121,123,128,114,121,102,116
20200106,0,PM2.5,121,121,116,106,120,103,116
20200106,1,PM2.5,126,119,115,103,120,103,114
20200106,2,PM2.5,138,117,114,103,121,105,113
20200106,3,PM2.5,125,118,112,115,124,107,114
20200106,4,PM2.5,103,123,117,118,128,110,112
20200106,5,PM2.5,111,125,112,113,137,114,108
20200106,6,PM2.5,105,126,98,112,125,96,105
20200106,7,PM2.5,81,127,96,100,117,88,103
20200106,8,PM2.5,68,124,106,104,102,84,106
20200106,9,PM2.5,124,123,116,105,99,80,109
20200106,10,PM2.5,119,123,120,108,95,81,111
20200106,11,PM2.5,142,121,123,110,99,77,114
20200106,12,PM2.5,,105,107,94,107,83,97
20200106,13,PM2.5,116,74,92,75,91,75,69
20200106,14,PM2.5,125,76,92,63,91,73,67
20200106,15,PM2.5,125,74,94,59,91,69,66
20200106,16,PM2.5,110,69,93,65,79,70,64
20200106,17,PM2.5,102,75,101,61,66,69,41
20200106,18,PM2.5,86,65,90,60,61,59,42
20200106,19,PM2.5,78,78,63,63,66,59,44
20200106,20,PM2.5,94,85,68,72,91,78,41
20200106,21,PM2.5,93,84,67,66,98,83,42
20200106,22,PM2.5,88,52,50,50,77,78,43
20200106,23,PM2.5,88,52,58,50,67,62,40
20200107,0,PM2.5,97,58,59,51,67,59,38
20200107,1,PM2.5,95,62,57,52,64,55,34
20200107,2,PM2.5,89,61,59,56,64,57,35
20200107,3,PM2.5,86,60,65,53,72,61,40
20200107,4,PM2.5,78,65,64,53,85,70,40
20200107,5,PM2.5,71,74,65,60,90,77,42
20200107,6,PM2.5,68,75,72,58,92,79,46
20200107,7,PM2.5,64,72,69,58,90,77,52
20200107,8,PM2.5,62,72,67,61,90,74,54
20200107,9,PM2.5,67,71,76,61,92,74,53
20200107,10,PM2.5,81,70,79,61,76,75,51
20200107,11,PM2.5,79,60,70,51,65,60,50
20200107,12,PM2.5,62,57,61,49,63,59,45
20200107,13,PM2.5,58,56,55,44,60,50,42
20200107,14,PM2.5,58,52,53,44,50,46,37
20200107,15,PM2.5,49,49,46,40,47,44,34
20200107,16,PM2.5,41,48,39,39,50,43,37
20200107,17,PM2.5,44,46,38,36,45,41,40
20200107,18,PM2.5,48,44,40,36,42,36,39
20200107,19,PM2.5,51,46,44,42,47,40,43
20200107,20,PM2.5,53,52,45,,51,42,44
20200107,21,PM2.5,54,53,49,58,54,44,41
20200107,22,PM2.5,56,54,49,64,57,45,43
20200107,23,PM2.5,60,52,50,58,58,45,42
20200108,0,PM2.5,65,54,51,52,60,46,40
20200108,1,PM2.5,67,57,56,53,66,48,39
20200108,2,PM2.5,66,66,54,53,66,53,44
20200108,3,PM2.5,67,67,58,54,77,58,47
20200108,4,PM2.5,75,69,61,59,72,67,49
20200108,5,PM2.5,78,77,65,63,84,69,48
20200108,6,PM2.5,83,102,65,66,82,72,46
20200108,7,PM2.5,86,105,64,74,82,73,47
20200108,8,PM2.5,93,112,65,72,88,76,48
20200108,9,PM2.5,103,107,70,79,94,80,52
20200108,10,PM2.5,122,115,79,90,96,85,58
20200108,11,PM2.5,125,125,82,96,91,85,62
20200108,12,PM2.5,108,110,82,,88,82,64
20200108,13,PM2.5,80,109,65,90,69,64,60
20200108,14,PM2.5,61,98,63,77,67,66,56
20200108,15,PM2.5,60,92,63,72,66,62,53
20200108,16,PM2.5,66,87,66,69,65,61,
20200108,17,PM2.5,67,86,71,70,67,60,
20200108,18,PM2.5,67,87,71,69,65,58,52
20200108,19,PM2.5,67,82,75,70,59,58,54
20200108,20,PM2.5,85,90,72,73,78,72,60
20200108,21,PM2.5,112,89,79,80,91,85,59
20200108,22,PM2.5,113,102,87,83,99,104,62
20200108,23,PM2.5,110,119,95,96,105,97,73
20200109,0,PM2.5,111,103,103,102,104,98,80
20200109,1,PM2.5,104,92,108,91,83,75,74
20200109,2,PM2.5,98,86,92,79,94,88,73
20200109,3,PM2.5,94,89,86,78,87,85,67
20200109,4,PM2.5,93,90,82,75,86,79,62
20200109,5,PM2.5,92,85,75,69,84,76,43
20200109,6,PM2.5,88,83,63,73,87,78,37
20200109,7,PM2.5,84,81,59,80,81,75,39
20200109,8,PM2.5,83,77,62,71,77,69,42
20200109,9,PM2.5,85,74,77,,71,64,47
20200109,10,PM2.5,93,88,68,,71,63,49
20200109,11,PM2.5,93,75,69,,72,64,46
20200109,12,PM2.5,96,71,73,,73,67,47
20200109,13,PM2.5,96,65,65,,71,66,46
20200109,14,PM2.5,92,59,58,,,62,44
20200109,15,PM2.5,89,59,57,,59,55,47
20200109,16,PM2.5,82,59,62,,56,54,52
20200109,17,PM2.5,70,65,60,,80,68,43
20200109,18,PM2.5,52,50,61,,62,53,48
20200109,19,PM2.5,49,52,49,,53,44,40
20200109,20,PM2.5,58,54,42,,55,45,38
20200109,21,PM2.5,60,58,42,,56,46,40
20200109,22,PM2.5,62,58,45,,55,48,46
20200109,23,PM2.5,55,57,44,40,56,45,51
20200110,0,PM2.5,60,59,44,50,50,40,55
20200110,1,PM2.5,64,60,47,52,56,43,57
20200110,2,PM2.5,64,42,45,42,44,39,54
20200110,3,PM2.5,62,40,38,34,51,42,45
20200110,4,PM2.5,54,43,36,36,61,44,40
20200110,5,PM2.5,50,46,36,32,55,41,37
20200110,6,PM2.5,49,51,32,29,45,36,36
20200110,7,PM2.5,41,46,25,31,54,38,35
20200110,8,PM2.5,33,41,34,32,44,29,36
20200110,9,PM2.5,27,38,32,26,37,28,37
20200110,10,PM2.5,28,34,27,26,33,24,44
20200110,11,PM2.5,40,32,27,9,31,24,36
20200110,12,PM2.5,44,33,26,5,31,21,29
20200110,13,PM2.5,21,28,23,6,30,21,31
20200110,14,PM2.5,23,29,26,7,31,23,28
20200110,15,PM2.5,27,27,29,8,31,25,29
20200110,16,PM2.5,34,25,23,8,25,21,29
20200110,17,PM2.5,34,28,26,9,27,23,26
20200110,18,PM2.5,32,32,27,11,31,25,21
20200110,19,PM2.5,36,35,29,13,36,30,22
20200110,20,PM2.5,42,37,30,16,40,34,25
20200110,21,PM2.5,45,38,33,19,46,38,32
20200110,22,PM2.5,51,34,36,,53,43,39
20200110,23,PM2.5,66,43,42,,66,55,39
20200111,0,PM2.5,71,61,64,44,74,66,39
20200111,1,PM2.5,54,68,59,,51,51,38
20200111,2,PM2.5,42,60,46,,53,50,38
20200111,3,PM2.5,46,53,38,,54,44,42
20200111,4,PM2.5,49,54,46,,51,41,46
20200111,5,PM2.5,58,48,49,,50,43,44
20200111,6,PM2.5,62,50,47,,54,46,44
20200111,7,PM2.5,64,50,60,37,63,48,42
20200111,8,PM2.5,68,51,54,38,69,57,38
20200111,9,PM2.5,67,54,60,44,76,62,38
20200111,10,PM2.5,75,64,73,54,83,64,40
20200111,11,PM2.5,64,54,68,54,48,54,34
20200111,12,PM2.5,51,49,60,48,48,50,32
20200111,13,PM2.5,49,46,51,41,49,53,29
20200111,14,PM2.5,42,48,44,39,46,56,29
20200111,15,PM2.5,46,48,41,40,41,53,27
20200111,16,PM2.5,50,50,42,,36,44,26
20200111,17,PM2.5,46,40,41,40,39,48,26
20200111,18,PM2.5,45,31,38,30,42,53,25
20200111,19,PM2.5,52,34,31,27,43,56,30
20200111,20,PM2.5,62,44,39,32,37,66,30
20200111,21,PM2.5,72,44,44,36,43,60,29
20200111,22,PM2.5,80,44,45,,46,64,28
20200111,23,PM2.5,78,46,44,45,49,69,27
20200112,0,PM2.5,80,44,53,,52,63,29
20200112,1,PM2.5,84,48,55,46,57,61,35
20200112,2,PM2.5,84,42,54,46,65,62,42
20200112,3,PM2.5,87,44,57,47,61,66,46
20200112,4,PM2.5,94,49,70,49,66,65,48
20200112,5,PM2.5,97,59,69,49,77,68,51
20200112,6,PM2.5,104,60,68,55,78,78,52
20200112,7,PM2.5,100,74,70,66,87,80,52
20200112,8,PM2.5,92,62,72,66,87,81,53
20200112,9,PM2.5,98,68,88,68,90,82,57
20200112,10,PM2.5,99,77,102,76,86,82,65
20200112,11,PM2.5,112,85,102,,82,83,62
20200112,12,PM2.5,81,86,95,71,80,80,59
20200112,13,PM2.5,82,82,85,,70,75,55
20200112,14,PM2.5,71,76,64,,73,71,45
20200112,15,PM2.5,75,72,63,,71,66,41
20200112,16,PM2.5,78,63,64,,66,70,41
20200112,17,PM2.5,87,61,58,41,66,71,40
20200112,18,PM2.5,92,65,57,,81,80,41
20200112,19,PM2.5,93,79,69,,94,86,44
20200112,20,PM2.5,90,86,77,83,99,88,49
20200112,21,PM2.5,85,84,83,85,100,88,77
20200112,22,PM2.5,84,82,81,77,102,87,76
20200112,23,PM2.5,86,86,84,81,99,83,74
20200113,0,PM2.5,86,85,82,,97,80,72
20200113,1,PM2.5,84,86,82,79,96,78,68
20200113,2,PM2.5,80,88,81,80,95,79,67
20200113,3,PM2.5,80,86,80,83,91,81,72
20200113,4,PM2.5,81,83,80,85,88,82,73
20200113,5,PM2.5,87,82,77,77,83,71,73
20200113,6,PM2.5,87,87,78,78,84,72,73
20200113,7,PM2.5,85,94,77,92,92,76,75
20200113,8,PM2.5,89,88,77,85,90,82,75
20200113,9,PM2.5,95,79,73,70,85,77,83
20200113,10,PM2.5,93,80,69,63,81,77,66
20200113,11,PM2.5,,87,75,65,74,78,70
20200113,12,PM2.5,111,87,78,80,77,83,78
20200113,13,PM2.5,108,,72,70,75,79,72
20200113,14,PM2.5,90,78,68,,83,81,53
20200113,15,PM2.5,83,58,62,,75,75,50
20200113,16,PM2.5,78,57,59,53,71,68,56
20200113,17,PM2.5,78,48,55,,73,70,55
20200113,18,PM2.5,73,65,51,,76,75,56
20200113,19,PM2.5,69,81,58,68,78,75,62
20200113,20,PM2.5,70,78,61,68,81,76,64
20200113,21,PM2.5,72,80,61,64,80,75,65
20200113,22,PM2.5,76,80,66,,83,77,61
20200113,23,PM2.5,80,79,72,77,85,79,57
20200114,0,PM2.5,90,81,87,75,84,84,63
20200114,1,PM2.5,97,84,110,77,87,96,61
20200114,2,PM2.5,128,92,109,89,116,110,66
20200114,3,PM2.5,132,99,102,105,120,108,87
20200114,4,PM2.5,118,102,93,102,110,94,82
20200114,5,PM2.5,115,106,91,94,102,91,78
20200114,6,PM2.5,109,102,95,94,101,86,81
20200114,7,PM2.5,105,100,98,96,102,92,78
20200114,8,PM2.5,105,101,99,96,112,97,83
20200114,9,PM2.5,96,101,105,94,109,84,77
20200114,10,PM2.5,103,99,108,91,103,86,78
20200114,11,PM2.5,125,102,101,83,102,89,78
20200114,12,PM2.5,142,109,85,76,,112,71
20200114,13,PM2.5,147,104,90,79,,120,62
20200114,14,PM2.5,143,96,89,90,104,114,55
20200114,15,PM2.5,142,99,88,,110,110,55
20200114,16,PM2.5,159,96,79,80,101,108,60
20200114,17,PM2.5,150,93,69,75,107,100,65
20200114,18,PM2.5,144,94,72,79,128,117,77
20200114,19,PM2.5,145,84,78,65,144,118,84
20200114,20,PM2.5,138,84,75,83,117,114,78
20200114,21,PM2.5,102,93,88,84,107,103,80
20200114,22,PM2.5,96,101,89,,113,106,78
20200114,23,PM2.5,97,112,93,,112,102,86
20200115,0,PM2.5,102,110,101,91,120,106,77
20200115,1,PM2.5,103,107,101,80,117,110,72
20200115,2,PM2.5,107,112,94,83,111,104,74
20200115,3,PM2.5,108,105,100,86,112,103,64
20200115,4,PM2.5,99,82,87,66,102,94,48
20200115,5,PM2.5,83,57,69,41,70,67,47
20200115,6,PM2.5,74,39,47,20,56,47,35
20200115,7,PM2.5,67,29,34,6,51,44,29
20200115,8,PM2.5,62,27,26,29,38,37,29
20200115,9,PM2.5,58,25,30,32,39,37,32
20200115,10,PM2.5,54,21,35,27,37,36,34
20200115,11,PM2.5,43,20,33,21,38,37,32
20200115,12,PM2.5,38,23,32,22,38,33,30
20200115,13,PM2.5,34,26,29,19,38,34,25
20200115,14,PM2.5,33,26,23,,34,31,28
20200115,15,PM2.5,33,25,28,14,31,31,28
20200115,16,PM2.5,41,28,26,21,30,31,
20200115,17,PM2.5,46,32,,29,36,34,
20200115,18,PM2.5,54,33,39,35,42,41,37
20200115,19,PM2.5,56,35,41,40,44,42,37
20200115,20,PM2.5,59,38,45,43,49,44,39
20200115,21,PM2.5,57,37,46,46,54,52,37
20200115,22,PM2.5,54,41,47,48,57,52,39
20200115,23,PM2.5,56,38,47,50,56,54,43
20200116,0,PM2.5,55,43,48,48,53,52,43
20200116,1,PM2.5,57,45,51,50,57,55,42
20200116,2,PM2.5,60,43,55,53,51,48,42
20200116,3,PM2.5,65,42,56,51,52,50,42
20200116,4,PM2.5,64,43,54,49,57,55,43
20200116,5,PM2.5,63,43,56,49,58,55,42
20200116,6,PM2.5,64,46,45,49,58,56,39
20200116,7,PM2.5,62,45,44,46,56,56,39
20200116,8,PM2.5,58,43,43,47,56,54,38
20200116,9,PM2.5,55,43,44,48,56,54,40
20200116,10,PM2.5,57,48,50,48,52,52,40
20200116,11,PM2.5,47,44,45,44,36,41,25
20200116,12,PM2.5,42,30,40,37,35,39,18
20200116,13,PM2.5,45,29,35,39,41,45,17
20200116,14,PM2.5,46,33,34,44,36,45,17
20200116,15,PM2.5,39,32,31,29,36,41,16
20200116,16,PM2.5,39,35,29,24,31,39,21
20200116,17,PM2.5,36,34,30,16,24,32,23
20200116,18,PM2.5,30,39,27,22,23,28,24
20200116,19,PM2.5,33,40,28,27,28,33,26
20200116,20,PM2.5,34,44,32,47,33,38,30
20200116,21,PM2.5,39,48,34,47,36,38,28
20200116,22,PM2.5,42,48,35,42,38,39,30
20200116,23,PM2.5,45,43,35,49,40,39,32
20200117,0,PM2.5,48,39,34,48,38,36,28
20200117,1,PM2.5,73,42,33,51,42,42,28
20200117,2,PM2.5,73,43,32,49,54,55,30
20200117,3,PM2.5,74,59,39,45,64,62,32
20200117,4,PM2.5,81,61,42,51,66,63,31
20200117,5,PM2.5,78,64,54,57,72,68,32
20200117,6,PM2.5,73,64,54,74,73,68,32
20200117,7,PM2.5,68,63,56,66,69,66,34
20200117,8,PM2.5,61,66,51,64,66,60,44
20200117,9,PM2.5,59,65,65,65,67,56,50
20200117,10,PM2.5,64,68,77,,70,60,59
20200117,11,PM2.5,72,68,80,,71,64,68
20200117,12,PM2.5,80,71,75,78,70,67,69
20200117,13,PM2.5,84,73,70,71,63,64,73
20200117,14,PM2.5,85,78,70,64,63,65,51
20200117,15,PM2.5,81,74,63,62,57,60,39
20200117,16,PM2.5,79,67,50,52,54,58,38
20200117,17,PM2.5,76,65,71,46,73,74,42
20200117,18,PM2.5,81,66,75,48,78,75,43
20200117,19,PM2.5,71,78,77,76,79,72,45
20200117,20,PM2.5,70,87,79,72,71,64,49
20200117,21,PM2.5,72,84,74,73,70,61,53
20200117,22,PM2.5,78,85,72,66,74,64,64
20200117,23,PM2.5,75,78,73,68,77,67,71
20200118,0,PM2.5,71,78,75,65,78,70,75
20200118,1,PM2.5,71,77,73,59,81,71,77
20200118,2,PM2.5,74,77,75,63,84,78,79
20200118,3,PM2.5,72,79,73,70,84,80,81
20200118,4,PM2.5,72,80,78,,84,79,80
20200118,5,PM2.5,80,82,78,,85,75,76
20200118,6,PM2.5,80,88,81,,86,78,76
20200118,7,PM2.5,82,89,83,,85,77,72
20200118,8,PM2.5,83,89,79,,82,79,72
20200118,9,PM2.5,85,92,79,,95,86,78
20200118,10,PM2.5,104,97,87,,100,86,74
20200118,11,PM2.5,103,91,104,,96,96,75
20200118,12,PM2.5,94,86,93,,92,83,80
20200118,13,PM2.5,92,82,84,,83,73,85
20200118,14,PM2.5,86,72,90,,73,67,73
20200118,15,PM2.5,77,62,65,,70,72,67
20200118,16,PM2.5,70,71,59,,81,73,71
20200118,17,PM2.5,71,79,61,,82,68,71
20200118,18,PM2.5,68,75,72,38,81,68,69
20200118,19,PM2.5,67,80,76,32,79,72,78
20200118,20,PM2.5,71,88,75,44,77,68,77
20200118,21,PM2.5,78,85,71,49,72,67,84
20200118,22,PM2.5,86,78,74,51,67,60,79
20200118,23,PM2.5,98,68,72,45,66,65,78
20200119,0,PM2.5,106,59,83,53,72,72,78
20200119,1,PM2.5,105,59,92,71,74,74,75
20200119,2,PM2.5,98,70,88,79,75,76,77
20200119,3,PM2.5,95,71,76,85,81,76,77
20200119,4,PM2.5,99,71,72,93,87,81,72
20200119,5,PM2.5,99,81,72,81,83,78,63
20200119,6,PM2.5,91,78,70,80,88,78,56
20200119,7,PM2.5,86,76,71,79,87,76,50
20200119,8,PM2.5,84,76,68,79,78,72,50
20200119,9,PM2.5,84,76,69,82,79,70,49
20200119,10,PM2.5,77,74,69,85,78,67,50
20200119,11,PM2.5,52,69,62,82,63,59,40
20200119,12,PM2.5,38,36,52,47,46,41,22
20200119,13,PM2.5,27,33,32,24,35,38,20
20200119,14,PM2.5,26,26,29,13,25,32,23
20200119,15,PM2.5,29,22,23,,23,27,25
20200119,16,PM2.5,24,26,25,10,20,24,25
20200119,17,PM2.5,23,29,27,,22,26,23
20200119,18,PM2.5,23,35,29,17,24,29,25
20200119,19,PM2.5,27,37,31,22,26,32,28
20200119,20,PM2.5,38,44,33,27,29,38,36
20200119,21,PM2.5,52,48,36,33,40,51,36
20200119,22,PM2.5,58,49,43,36,47,58,39
20200119,23,PM2.5,62,54,54,43,54,64,39
20200120,0,PM2.5,64,56,62,,60,66,41
20200120,1,PM2.5,73,67,66,52,59,62,41
20200120,2,PM2.5,85,64,68,53,65,63,42
20200120,3,PM2.5,85,64,64,57,70,66,41
20200120,4,PM2.5,89,67,65,57,72,70,41
20200120,5,PM2.5,92,66,72,62,74,73,39
20200120,6,PM2.5,100,65,93,60,83,81,40
20200120,7,PM2.5,108,68,97,60,87,90,43
20200120,8,PM2.5,110,70,94,61,96,94,45
20200120,9,PM2.5,102,100,96,68,113,111,60
20200120,10,PM2.5,108,116,100,63,127,119,72
20200120,11,PM2.5,114,118,90,94,122,116,84
20200120,12,PM2.5,112,110,76,84,96,93,80
20200120,13,PM2.5,92,,69,66,75,70,71
20200120,14,PM2.5,85,102,71,54,65,63,62
20200120,15,PM2.5,85,78,61,40,57,47,57
20200120,16,PM2.5,93,66,56,45,50,49,55
20200120,17,PM2.5,,70,58,51,53,49,57
20200120,18,PM2.5,80,71,58,55,59,53,69
20200120,19,PM2.5,74,89,62,63,60,57,76
20200120,20,PM2.5,93,96,68,76,67,64,79
20200120,21,PM2.5,157,98,74,88,76,70,79
20200120,22,PM2.5,153,98,80,92,92,84,80
20200120,23,PM2.5,115,111,86,84,99,88,79
20200121,0,PM2.5,96,102,90,79,96,86,80
20200121,1,PM2.5,96,103,88,79,97,88,89
20200121,2,PM2.5,78,106,88,81,96,88,92
20200121,3,PM2.5,79,97,86,78,93,84,97
20200121,4,PM2.5,92,92,87,78,92,83,92
20200121,5,PM2.5,93,92,84,79,91,85,88
20200121,6,PM2.5,85,94,87,81,91,84,86
20200121,7,PM2.5,88,103,90,82,93,83,86
20200121,8,PM2.5,83,105,92,85,94,80,88
20200121,9,PM2.5,96,106,92,91,97,80,90
20200121,10,PM2.5,130,108,92,92,97,91,99
20200121,11,PM2.5,125,101,99,81,98,90,102
20200121,12,PM2.5,99,100,99,79,,94,99
20200121,13,PM2.5,94,99,98,82,,93,95
20200121,14,PM2.5,73,92,98,88,94,91,93
20200121,15,PM2.5,51,94,94,85,89,,79
20200121,16,PM2.5,71,99,90,86,86,91,81
20200121,17,PM2.5,74,92,88,,84,87,85
20200121,18,PM2.5,77,84,84,58,84,86,86
20200121,19,PM2.5,84,97,80,59,84,90,90
20200121,20,PM2.5,90,105,84,71,89,88,100
20200121,21,PM2.5,204,104,91,82,98,97,105
20200121,22,PM2.5,,106,97,91,100,102,105
20200121,23,PM2.5,,103,103,92,102,102,103
20200122,4,PM2.5,,,,,,,
20200122,5,PM2.5,111,113,100,114,109,107,114
20200122,6,PM2.5,110,116,103,114,111,110,110
20200122,7,PM2.5,107,114,109,114,111,110,103
20200122,8,PM2.5,104,116,112,116,107,106,94
20200122,9,PM2.5,104,120,118,121,102,102,96
20200122,10,PM2.5,104,126,119,128,107,107,97
20200122,11,PM2.5,97,125,,125,116,118,105
20200122,12,PM2.5,100,118,,121,114,116,106
20200122,13,PM2.5,109,123,125,115,115,121,90
20200122,14,PM2.5,111,122,123,116,114,118,82
20200122,15,PM2.5,107,114,114,110,111,112,82
20200122,16,PM2.5,101,105,102,104,112,108,78
20200122,17,PM2.5,101,108,94,106,103,100,79
20200122,18,PM2.5,96,105,95,109,97,96,81
20200122,19,PM2.5,96,101,93,108,98,97,81
20200122,20,PM2.5,100,98,93,105,100,101,86
20200122,21,PM2.5,103,99,99,97,103,102,93
20200122,22,PM2.5,120,108,100,105,109,105,98
20200122,23,PM2.5,136,108,104,104,121,116,104
20200123,0,PM2.5,139,124,110,109,142,132,102
20200123,1,PM2.5,135,158,126,147,135,135,102
20200123,2,PM2.5,141,158,135,131,140,141,99
20200123,3,PM2.5,152,149,158,110,160,163,112
20200123,4,PM2.5,136,164,152,151,159,155,122
20200123,5,PM2.5,118,156,129,140,145,136,122
20200123,6,PM2.5,114,149,123,123,125,109,116
20200123,7,PM2.5,106,120,107,118,93,84,112
20200123,8,PM2.5,94,137,101,109,88,81,112
20200123,9,PM2.5,92,140,110,132,84,77,108
20200123,10,PM2.5,80,138,97,136,82,80,109
20200123,11,PM2.5,68,134,88,129,87,82,110
20200123,12,PM2.5,76,132,86,118,84,74,113
20200123,13,PM2.5,83,141,91,132,84,69,122
20200123,14,PM2.5,85,148,117,137,87,75,115
