date,hour,type,1431A,1432A,1433A,1434A,1437A,2880A,3136A
20200103,17,PM10,61.0,67.0,75.0,77.0,70.0,105.69565217391305,99.875
20200103,18,PM10,69.0,70.0,79.0,80.0,79.0,107.47826086956522,96.66666666666666
20200103,19,PM10,78.0,71.0,90.0,83.0,91.0,109.26086956521739,93.45833333333333
20200103,20,PM10,89.0,82.0,96.0,90.0,95.0,111.04347826086956,90.25
20200103,21,PM10,94.0,102.0,101.0,104.0,100.0,112.82608695652173,87.04166666666666
20200103,22,PM10,104.0,110.0,104.0,111.0,100.0,114.6086956521739,83.83333333333333
20200103,23,PM10,112.0,111.0,107.0,111.0,99.0,116.3913043478261,80.625
20200104,0,PM10,116.0,114.0,108.0,107.0,105.0,118.17391304347825,77.41666666666666
20200104,1,PM10,118.0,127.0,115.0,104.0,107.0,119.95652173913044,74.20833333333333
20200104,2,PM10,124.0,128.0,117.0,111.0,104.0,121.73913043478261,71.0
20200104,3,PM10,119.0,130.0,118.0,113.0,100.0,123.52173913043478,73.0
20200104,4,PM10,124.0,132.0,122.0,115.0,99.0,125.30434782608695,74.0
20200104,5,PM10,116.0,137.0,120.0,111.0,99.0,127.08695652173913,70.0
20200104,6,PM10,125.0,127.0,103.0,96.0,100.0,128.8695652173913,70.0
20200104,7,PM10,126.0,127.0,103.0,97.0,98.0,130.65217391304347,70.0
20200104,8,PM10,119.0,132.0,110.0,99.0,104.0,132.43478260869566,73.0
20200104,9,PM10,117.0,138.0,115.0,118.0,110.0,134.2173913043478,75.0
20200104,10,PM10,117.0,165.0,109.0,120.0,136.0,136.0,84.0
20200104,11,PM10,139.0,178.0,119.0,128.0,134.0,141.0,87.0
20200104,12,PM10,145.0,171.0,123.0,117.0,147.0,157.0,85.0
20200104,13,PM10,143.0,164.0,158.0,122.0,154.0,164.0,83.0
20200104,14,PM10,144.0,161.0,169.0,130.0,139.0,150.0,85.0
20200104,15,PM10,143.0,150.0,172.0,153.0,147.0,144.0,110.0
20200104,16,PM10,138.0,145.0,175.0,139.0,141.0,147.0,103.0
20200104,17,PM10,129.0,151.0,172.0,134.0,135.0,139.0,109.0
20200104,18,PM10,112.0,131.0,168.6875,138.0,129.0,124.0,115.0
20200104,19,PM10,108.0,118.0,165.375,109.0,111.0,104.0,115.0
20200104,20,PM10,105.0,116.0,162.0625,111.0,108.0,101.0,116.5
20200104,21,PM10,102.0,111.0,158.75,106.0,103.0,99.0,118.0
20200104,22,PM10,97.0,110.0,155.4375,106.0,103.0,100.0,113.0
20200104,23,PM10,101.0,110.0,152.125,106.0,108.0,105.0,106.0
20200105,0,PM10,98.0,110.0,148.8125,109.0,104.0,101.0,103.0
20200105,1,PM10,99.0,106.0,145.5,118.0,100.0,101.0,100.0
20200105,2,PM10,97.0,103.0,142.1875,112.0,93.0,96.0,101.0
20200105,3,PM10,96.0,106.0,138.875,107.0,97.0,98.0,103.0
20200105,4,PM10,99.0,107.0,135.5625,112.0,96.0,95.0,103.6969696969697
20200105,5,PM10,96.0,103.0,132.25,110.0,97.0,93.0,104.39393939393939
20200105,6,PM10,96.0,107.0,128.9375,106.0,105.0,111.0,105.0909090909091
20200105,7,PM10,97.0,110.0,125.625,110.0,112.0,106.0,105.78787878787878
20200105,8,PM10,94.0,107.0,122.3125,117.0,116.0,105.0,106.48484848484848
20200105,9,PM10,96.0,112.0,119.0,114.0,119.0,105.0,107.18181818181819
20200105,10,PM10,92.0,117.0,141.0,117.0,113.0,100.0,107.87878787878788
20200105,11,PM10,93.0,121.0,158.0,119.0,112.0,103.0,108.57575757575758
20200105,12,PM10,95.0,129.0,162.0,118.0,119.0,113.0,109.27272727272728
20200105,13,PM10,98.0,138.0,161.0,115.0,112.0,107.0,109.96969696969697
20200105,14,PM10,101.0,138.0,158.0,122.0,108.0,111.0,110.66666666666667
20200105,15,PM10,108.0,135.0,146.0,124.0,111.0,116.0,111.36363636363636
20200105,16,PM10,118.0,131.0,148.0,130.0,119.0,121.0,112.06060606060606
20200105,17,PM10,125.0,135.0,146.0,135.0,126.0,124.0,112.75757575757575
20200105,18,PM10,132.0,148.0,153.0,134.0,127.0,125.0,113.45454545454545
20200105,19,PM10,139.0,163.0,154.0,152.0,137.0,128.0,114.15151515151516
20200105,20,PM10,149.0,166.0,164.0,162.0,162.0,147.0,114.84848484848484
20200105,21,PM10,153.0,175.0,187.0,159.0,167.0,154.0,115.54545454545455
20200105,22,PM10,148.0,161.0,183.0,155.0,156.0,144.0,116.24242424242425
20200105,23,PM10,149.0,156.0,177.0,140.0,148.0,136.0,116.93939393939394
20200106,0,PM10,150.0,156.0,158.0,131.0,143.0,139.0,117.63636363636364
20200106,1,PM10,151.0,153.0,154.0,134.0,143.0,139.0,118.33333333333333
20200106,2,PM10,153.0,148.0,154.0,136.0,140.0,141.0,119.03030303030303
20200106,3,PM10,150.0,147.0,154.0,158.0,142.0,143.0,119.72727272727272
20200106,4,PM10,148.0,144.3125,160.0,159.0,147.0,147.0,120.42424242424242
20200106,5,PM10,146.0,141.625,146.0,148.0,157.0,151.0,121.12121212121212
20200106,6,PM10,142.0,138.9375,123.0,143.0,142.0,125.0,121.81818181818181
20200106,7,PM10,125.0,136.25,118.0,125.0,130.0,113.0,122.51515151515152
20200106,8,PM10,116.0,133.5625,134.0,136.0,114.0,107.0,123.21212121212122
20200106,9,PM10,110.0,130.875,150.0,138.0,110.0,104.0,123.9090909090909
20200106,10,PM10,114.0,128.1875,161.0,138.0,105.0,108.0,124.60606060606061
20200106,11,PM10,136.0,125.5,170.0,139.0,106.0,106.0,125.30303030303031
20200106,12,PM10,122.0,122.8125,147.0,112.0,118.0,115.0,126.0
20200106,13,PM10,22.0,120.125,133.0,86.0,104.0,105.0,93.0
20200106,14,PM10,47.0,117.4375,136.0,74.0,105.0,102.0,93.0
20200106,15,PM10,51.0,114.75,139.0,71.0,107.0,98.0,90.0
20200106,16,PM10,77.0,112.0625,134.0,85.0,94.5,99.0,88.0
20200106,17,PM10,99.0,109.375,139.0,79.0,82.0,98.0,57.0
20200106,18,PM10,110.0,106.6875,121.0,76.0,77.0,83.0,59.0
20200106,19,PM10,117.5,104.0,87.0,87.0,84.0,84.0,62.0
20200106,20,PM10,125.0,116.0,95.0,108.0,116.0,110.0,58.0
20200106,21,PM10,124.0,117.0,96.0,90.0,126.0,118.0,59.0
20200106,22,PM10,121.0,76.0,72.0,61.0,100.0,117.0,60.0
20200106,23,PM10,128.0,77.0,88.0,68.0,88.0,117.0,57.0
20200107,0,PM10,148.0,88.0,91.0,74.0,87.0,117.0,58.0
20200107,1,PM10,142.0,91.0,89.0,103.0,82.0,117.0,53.0
20200107,2,PM10,138.0,87.0,91.0,106.0,82.0,117.0,52.0
20200107,3,PM10,136.0,86.0,94.0,95.0,91.0,117.0,59.0
20200107,4,PM10,127.0,95.0,97.0,92.0,103.0,117.0,58.0
20200107,5,PM10,114.0,109.0,99.0,104.0,110.0,117.0,61.0
20200107,6,PM10,103.0,111.0,104.0,95.0,110.0,117.0,65.0
20200107,7,PM10,101.0,108.0,98.0,90.0,107.0,117.0,69.0
20200107,8,PM10,99.0,109.0,100.0,87.0,107.0,117.0,73.0
20200107,9,PM10,106.0,110.0,130.0,87.0,109.0,117.0,71.0
20200107,10,PM10,97.25,110.0,152.0,77.0,91.0,106.66666666666667,69.0
20200107,11,PM10,88.5,94.0,110.0,57.0,81.0,96.33333333333333,70.0
20200107,12,PM10,79.75,89.0,100.0,63.0,81.0,86.0,64.0
20200107,13,PM10,71.0,87.0,88.0,55.0,75.33333333333333,79.0,60.0
20200107,14,PM10,72.0,80.0,86.0,60.0,69.66666666666667,75.0,53.0
20200107,15,PM10,62.0,75.0,75.0,57.0,64.0,74.0,50.0
20200107,16,PM10,53.0,73.0,66.0,59.0,69.0,74.0,56.0
20200107,17,PM10,58.0,70.0,65.0,53.0,64.0,71.0,59.0
20200107,18,PM10,65.0,68.0,69.0,55.0,63.0,65.0,58.0
20200107,19,PM10,71.0,76.0,75.0,78.0,74.0,70.0,64.0
20200109,19,PM10,73.0,72.0,85.0,51.0,66.0,72.0,54.0
20200109,20,PM10,85.0,76.0,72.0,46.0,67.0,73.0,51.0
20200109,21,PM10,87.0,83.0,69.0,50.0,68.0,74.0,54.0
20200109,22,PM10,89.0,82.0,75.0,55.0,66.0,77.0,65.0
20200109,23,PM10,77.0,81.0,71.0,61.0,67.0,69.0,73.0
20200110,0,PM10,85.0,82.0,68.0,55.0,59.0,61.0,78.0
20200110,1,PM10,89.0,84.0,71.0,60.0,66.0,65.0,81.0
20200110,2,PM10,90.0,59.0,67.0,40.0,51.0,58.0,78.0
20200110,3,PM10,86.0,56.0,54.0,23.0,61.0,58.0,63.0
20200110,4,PM10,74.0,59.0,49.0,27.0,74.0,60.0,57.0
20200110,5,PM10,67.0,63.0,48.0,19.0,66.0,56.0,51.0
20200110,6,PM10,67.0,70.0,41.0,20.0,53.0,50.0,49.0
20200110,7,PM10,56.0,63.0,30.0,39.0,65.0,54.0,47.0
20200110,8,PM10,44.0,56.0,45.0,46.0,54.0,41.0,48.0
20200110,9,PM10,37.0,53.0,48.0,24.0,46.0,41.0,54.0
20200110,10,PM10,40.0,48.0,51.0,26.0,42.0,38.0,60.0
20200110,11,PM10,56.0,45.0,50.0,17.0,40.0,39.0,50.0
20200110,12,PM10,61.0,47.0,48.0,57.5,41.0,34.0,40.0
20200110,13,PM10,30.0,39.0,44.0,98.0,42.0,35.0,41.0
20200110,14,PM10,32.0,40.0,70.0,81.0,43.0,38.0,35.0
20200110,15,PM10,38.0,36.0,88.0,74.0,44.0,42.0,36.0
20200110,16,PM10,48.0,35.0,54.0,58.0,36.0,36.0,38.0
20200110,17,PM10,49.0,39.0,66.0,62.0,40.0,39.0,36.0
20200110,18,PM10,47.0,43.0,60.0,67.0,46.0,43.0,29.0
20200110,19,PM10,53.0,48.0,60.0,71.0,52.0,49.5,34.0
20200110,20,PM10,62.0,52.0,61.0,72.0,59.0,56.0,40.0
20200110,21,PM10,66.0,55.0,64.0,71.0,67.0,63.0,49.0
20200115,18,PM10,64.0,47.0,71.0,42.0,45.0,46.0,43.0
20200115,19,PM10,66.0,52.0,67.0,47.0,48.0,47.0,43.0
20200115,20,PM10,69.0,54.0,67.0,50.0,53.0,49.0,46.0
20200115,21,PM10,66.0,54.0,61.0,51.0,60.0,57.0,44.0
20200115,22,PM10,61.0,59.0,60.0,54.0,64.0,58.0,45.0
20200115,23,PM10,62.0,54.0,61.0,55.0,63.0,58.0,50.0
20200116,0,PM10,62.0,62.0,59.0,53.0,59.0,56.0,50.0
20200116,1,PM10,65.0,62.0,63.0,55.0,58.05,58.0,50.0
20200116,2,PM10,68.0,54.0,65.0,52.0,57.1,52.0,50.0
20200116,3,PM10,74.0,54.0,65.0,49.0,56.15,54.0,50.0
20200116,4,PM10,72.0,56.0,63.0,47.0,55.2,60.0,51.0
20200116,5,PM10,72.0,57.0,68.0,47.0,54.25,60.0,51.0
20200116,6,PM10,72.0,61.0,67.0,48.0,53.3,57.0,48.0
20200116,7,PM10,71.0,60.0,66.0,46.0,52.35,54.0,48.0
20200116,8,PM10,68.0,60.0,64.0,48.0,51.4,51.0,50.0
20200116,9,PM10,65.0,62.0,73.0,50.0,50.45,48.0,52.0
20200116,10,PM10,66.0,68.0,76.0,55.0,49.5,45.0,49.0
20200116,11,PM10,58.0,63.0,71.0,52.0,48.55,42.0,31.0
20200116,12,PM10,55.0,45.0,63.0,41.0,47.6,41.0,24.0
20200116,13,PM10,61.0,40.0,53.0,38.0,46.65,45.5,22.0
20200116,14,PM10,56.5,40.0,55.0,40.0,45.7,50.0,21.5
20200116,15,PM10,52.0,35.0,52.0,32.0,44.75,45.0,21.0
20200116,16,PM10,54.0,35.0,48.0,28.0,43.8,45.0,27.0
20200116,17,PM10,50.0,32.0,51.0,24.0,42.85,37.0,29.0
20200116,18,PM10,42.0,35.0,46.0,27.0,41.900000000000006,33.0,32.0
20200116,19,PM10,47.0,36.0,48.0,31.0,40.95,39.5,34.0
20200116,20,PM10,48.0,42.0,58.0,44.0,40.0,46.0,38.0
20200116,21,PM10,52.0,49.0,60.0,52.0,45.0,47.0,37.0
20200116,22,PM10,53.72727272727273,57.0,62.0,54.0,48.0,49.0,40.0
20200116,23,PM10,55.45454545454545,59.0,61.0,62.0,51.0,48.0,42.0
20200117,0,PM10,57.18181818181818,63.0,55.0,61.0,49.0,46.0,36.0
20200117,1,PM10,58.90909090909091,75.0,50.0,60.0,56.0,56.0,36.0
20200117,2,PM10,60.63636363636364,78.0,50.0,63.0,74.0,74.0,36.0
20200117,3,PM10,62.36363636363636,103.0,65.0,62.0,86.0,81.0,38.0
20200117,4,PM10,64.0909090909091,104.0,69.0,65.0,88.0,80.0,38.0
20200117,5,PM10,65.81818181818181,105.0,87.0,69.0,93.0,85.0,39.0
20200117,6,PM10,67.54545454545455,104.0,84.0,87.0,91.0,87.0,40.0
20200117,7,PM10,69.27272727272728,98.0,86.0,87.0,86.0,81.0,41.0
20200117,8,PM10,71.0,97.0,77.0,91.0,79.0,73.0,55.0
20200117,9,PM10,72.0,93.0,116.0,93.0,80.0,66.0,63.0
20200118,18,PM10,82.0,88.0,106.0,86.0,90.0,85.0,89.0
20200118,19,PM10,81.0,92.0,113.0,79.0,89.0,90.0,102.0
20200118,20,PM10,86.0,102.0,109.0,91.0,88.0,83.0,100.0
20200118,21,PM10,91.0,100.0,100.0,90.0,83.0,80.0,111.0
20200118,22,PM10,98.0,95.0,102.0,85.0,76.0,70.0,107.15384615384616
20200118,23,PM10,112.0,88.5,94.0,72.0,73.53333333333333,76.0,103.3076923076923
20200119,0,PM10,120.0,82.0,108.0,72.0,71.06666666666666,82.0,99.46153846153847
20200119,1,PM10,119.0,80.0,105.0,75.0,68.6,83.0,95.61538461538461
20200119,2,PM10,112.0,97.0,102.0,80.0,66.13333333333333,87.0,91.76923076923077
20200119,3,PM10,108.0,92.0,99.0,89.0,63.666666666666664,91.0,87.92307692307692
20200119,4,PM10,115.0,87.0,96.0,100.0,61.2,100.0,84.07692307692308
20200119,5,PM10,111.5,82.0,93.0,94.0,58.733333333333334,96.0,80.23076923076923
20200119,6,PM10,108.0,77.0,90.0,94.0,56.266666666666666,96.0,76.38461538461539
20200119,7,PM10,101.0,72.0,87.0,92.0,53.8,94.0,72.53846153846155
20200119,8,PM10,100.0,67.0,84.0,92.0,51.33333333333333,89.0,68.6923076923077
20200119,9,PM10,102.0,62.0,81.0,95.0,48.86666666666667,87.0,64.84615384615384
20200119,10,PM10,93.0,57.0,82.0,96.0,46.4,90.0,61.0
20200119,11,PM10,64.0,52.0,71.0,94.0,43.93333333333333,81.0,50.0
20200119,12,PM10,49.5,47.0,56.0,61.0,41.46666666666667,57.0,29.0
20200119,13,PM10,35.0,42.0,31.0,39.0,39.0,53.0,26.0
20200119,14,PM10,36.0,33.0,30.0,31.0,28.0,44.0,29.0
20200122,13,PM10,127.0,148.0,143.0,120.0,126.0,146.0,111.0
20200122,14,PM10,130.0,140.0,159.0,120.0,125.0,145.0,103.0
20200122,15,PM10,127.0,129.0,142.0,115.0,124.0,138.0,102.0
20200122,16,PM10,121.0,118.0,124.0,110.0,126.0,134.0,98.0
20200122,17,PM10,122.0,122.0,111.0,109.0,118.0,123.0,100.0
20200122,18,PM10,118.0,119.0,111.0,110.0,111.0,116.0,103.0
20200122,19,PM10,117.0,115.0,111.0,109.0,114.0,116.0,108.0
20200122,20,PM10,121.0,114.0,114.0,107.0,118.66666666666667,118.0,113.0
20200122,21,PM10,123.0,117.0,128.0,103.0,123.33333333333333,116.0,114.0
20200122,22,PM10,142.0,127.0,125.0,109.0,128.0,122.0,119.0
20200122,23,PM10,159.0,127.0,129.0,109.0,140.0,138.0,125.0
20200123,0,PM10,162.0,148.0,133.0,113.0,165.0,161.0,122.0
20200123,1,PM10,158.0,188.0,158.0,156.0,155.0,164.0,118.0
20200123,2,PM10,165.0,187.0,169.0,162.0,158.0,168.0,112.0
20200123,3,PM10,174.0,174.0,198.0,148.0,178.0,191.0,127.0
20200123,4,PM10,155.0,188.0,180.0,171.0,176.0,179.0,138.0
20200123,5,PM10,136.0,178.0,144.0,163.0,158.0,155.0,138.0
20200123,6,PM10,130.0,167.0,131.0,149.0,127.5,122.0,133.0
20200123,7,PM10,120.0,132.0,110.0,149.11111111111111,97.0,96.0,127.0
20200123,8,PM10,104.0,152.0,102.0,149.22222222222223,90.0,93.0,125.0
20200123,9,PM10,103.0,156.0,120.0,149.33333333333334,86.0,89.0,120.0
20200123,10,PM10,89.0,153.0,105.0,149.44444444444446,83.0,93.0,122.0
20200123,11,PM10,77.0,147.0,93.0,149.55555555555554,85.0,97.0,120.0
20200123,12,PM10,84.0,143.0,93.0,149.66666666666666,82.0,90.0,124.0
20200123,13,PM10,93.0,152.0,95.4,149.77777777777777,82.0,85.0,138.0
20200123,14,PM10,96.0,159.0,97.8,149.88888888888889,87.0,94.0,132.5
20200123,15,PM10,101.0,154.0,100.2,150.0,94.0,97.0,127.0
20200123,16,PM10,108.0,136.0,102.6,138.0,100.0,109.0,119.0
20200123,17,PM10,101.0,141.0,105.0,128.0,110.0,114.0,115.73913043478261
20200123,18,PM10,116.0,143.0,121.0,122.0,110.0,111.0,112.47826086956522
20200123,19,PM10,112.0,153.0,119.0,124.0,113.0,113.0,109.21739130434783
20200123,20,PM10,113.0,170.0,123.0,146.0,131.0,125.0,105.95652173913044
20200123,21,PM10,117.0,179.0,134.0,161.0,144.0,134.0,102.69565217391305
20200123,22,PM10,118.0,197.0,153.0,168.0,156.0,142.0,99.43478260869566
20200123,23,PM10,127.0,207.0,137.0,165.0,146.0,130.0,96.17391304347827
20200124,0,PM10,161.0,170.0,143.0,159.0,133.0,131.0,92.91304347826087
20200124,1,PM10,153.0,149.0,138.0,146.0,149.0,142.0,89.65217391304348
20200124,2,PM10,109.0,150.0,128.0,126.0,128.0,130.875,86.3913043478261
20200124,3,PM10,96.0,141.0,119.0,120.0,108.0,119.75,83.13043478260869
20200124,4,PM10,83.0,118.0,99.0,104.0,95.0,108.625,79.86956521739131
20200124,5,PM10,70.0,92.0,85.0,91.0,80.0,97.5,76.6086956521739
20200124,6,PM10,57.0,74.0,78.0,73.0,67.0,86.375,73.34782608695653
20200124,7,PM10,44.0,60.0,48.0,57.0,55.0,75.25,70.08695652173913
20200124,8,PM10,48.0,61.0,36.0,54.0,51.0,64.125,66.82608695652175
20200124,9,PM10,51.0,60.0,40.0,58.0,56.0,53.0,63.56521739130435
20200124,10,PM10,54.0,62.0,51.0,59.0,58.0,55.0,60.30434782608696
20200124,11,PM10,50.0,63.0,54.0,60.0,58.0,57.0,57.04347826086957
20200124,12,PM10,42.0,52.0,50.0,53.0,50.0,49.0,53.78260869565217
20200124,13,PM10,37.0,43.0,36.0,42.0,38.0,39.0,50.52173913043478
20200124,14,PM10,32.0,40.0,39.0,38.0,30.0,35.0,47.26086956521739
20200124,15,PM10,32.0,37.0,39.0,34.0,29.0,34.0,44.0
20200124,16,PM10,32.0,43.0,46.0,38.0,29.0,33.0,39.0
20200124,19,PM10,32.0,34.0,36.0,35.0,29.0,32.0,38.0
20200124,20,PM10,34.0,39.0,36.0,38.0,31.0,33.0,43.0
20200124,21,PM10,38.0,41.0,35.0,41.0,34.0,35.0,53.0
20200124,22,PM10,47.5,56.0,38.0,46.5,41.0,41.0,68.8
20200124,23,PM10,57.0,65.0,39.0,52.0,48.0,45.0,84.6
20200125,0,PM10,62.0,61.0,45.0,53.0,53.0,52.0,100.4
20200125,1,PM10,64.0,66.0,38.0,49.0,58.0,56.0,116.2
20200125,2,PM10,74.0,67.0,38.0,48.0,51.0,53.0,132.0
20200125,3,PM10,85.0,60.0,41.0,47.0,53.0,51.0,137.0
20200125,4,PM10,81.76923076923077,54.0,37.0,47.0,53.0,50.0,95.0
20200125,5,PM10,78.53846153846153,59.0,39.0,46.5,50.0,48.0,76.0
20200125,6,PM10,75.3076923076923,67.0,46.0,46.0,68.0,68.0,68.0
20200125,7,PM10,72.07692307692308,91.0,70.0,69.0,80.0,72.0,100.0
20200125,8,PM10,68.84615384615384,79.0,63.0,67.0,66.0,58.0,135.0
20200125,9,PM10,65.61538461538461,77.0,59.0,67.0,64.0,55.0,138.0
20200125,10,PM10,62.38461538461539,72.0,60.0,67.0,62.0,55.0,131.0
20200125,11,PM10,59.15384615384615,71.0,55.0,62.0,60.0,57.0,107.0
20200125,12,PM10,55.92307692307692,64.0,51.0,56.0,53.0,56.0,82.0
20200125,13,PM10,52.69230769230769,65.0,49.0,47.0,43.0,48.0,64.0
20200125,14,PM10,49.46153846153846,50.0,42.0,43.0,37.0,46.0,52.0
20200125,15,PM10,46.230769230769226,45.0,37.0,36.0,33.0,45.0,44.0
20200125,16,PM10,43.0,46.0,36.0,36.0,32.0,45.0,39.0
20200125,17,PM10,41.0,47.0,36.0,37.0,33.0,45.0,38.0
20200125,18,PM10,43.0,47.0,37.0,39.0,34.0,45.0,39.0
20200125,19,PM10,45.0,49.0,38.0,40.0,37.0,46.0,40.0
20200125,20,PM10,45.0,44.0,37.0,39.0,39.0,47.0,32.0
20200125,21,PM10,43.0,40.0,33.0,32.0,31.0,37.0,33.0
20200125,22,PM10,36.0,37.0,31.0,32.0,30.0,34.0,35.0
20200125,23,PM10,33.0,39.0,31.0,32.0,30.0,33.0,37.0
20200126,0,PM10,33.0,41.0,32.0,33.0,32.0,35.0,36.0
20200126,1,PM10,35.0,42.0,31.0,34.0,33.0,36.0,36.0
20200126,2,PM10,37.0,42.0,32.0,35.0,34.0,36.0,35.0
20200126,3,PM10,39.0,43.0,32.0,35.0,37.0,39.0,35.0
20200126,4,PM10,40.0,43.0,34.0,36.0,37.0,40.833333333333336,34.0
20200126,5,PM10,42.0,42.0,37.0,38.0,43.0,42.666666666666664,35.0
20200126,6,PM10,43.0,41.0,37.0,38.0,48.0,44.5,36.0
20200126,7,PM10,48.5,43.0,41.0,40.0,49.0,46.333333333333336,37.0
20200126,8,PM10,54.0,44.0,40.0,42.0,56.0,48.166666666666664,40.0
20200126,9,PM10,52.0,45.0,42.0,42.0,40.0,50.0,42.0
20200126,10,PM10,54.0,50.0,41.0,39.0,40.5,44.0,45.0
20200126,11,PM10,62.0,59.0,37.0,39.0,41.0,41.0,40.0
20200126,12,PM10,60.0,50.0,37.0,39.0,36.0,40.0,35.0
20200126,13,PM10,66.0,42.0,36.0,39.0,33.0,58.0,38.0
20200126,14,PM10,63.0,34.0,37.0,37.0,37.0,48.0,37.0
20200126,15,PM10,44.0,34.0,35.0,36.0,36.0,41.0,37.0
20200126,16,PM10,39.0,33.0,33.0,31.0,32.0,36.0,35.0
20200126,17,PM10,38.0,40.0,31.0,32.0,30.0,34.0,36.0
20200126,18,PM10,52.0,38.0,33.0,36.0,35.0,37.0,38.0
20200126,19,PM10,63.0,46.0,36.0,40.0,50.0,51.0,42.0
20200126,20,PM10,69.0,66.0,41.0,56.0,66.0,66.0,44.0
20200126,21,PM10,72.0,72.0,52.0,66.0,75.0,70.0,50.0
20200126,22,PM10,62.0,73.0,58.0,73.0,73.0,64.0,62.0
20200126,23,PM10,55.0,68.0,59.0,66.0,67.0,58.0,68.0
20200127,0,PM10,52.0,68.0,54.0,66.0,62.0,52.0,63.0
20200127,1,PM10,43.0,61.0,51.0,59.0,55.0,44.0,61.0
20200127,2,PM10,38.0,58.0,50.0,58.0,53.0,41.0,58.0
